koi_fwm_sdec,koi_fwm_sra,koi_teq,koi_prad
38.494773,19.4435702,1015,3.51
48.602784,19.5286104,786,3.54
38.383952,19.056911,301,3.54
46.858824,19.3190837,962,3.55
40.562477,19.3641235,550,3.57
42.194836,19.1594182,660,3.57
41.563036,19.2724061,978,3.58
44.105836,19.7710771,762,3.59
42.6588653,19.72975969,1214,3.6
48.375831,19.1332799,417,3.62
38.494748,19.4435678,1405,3.62
39.5946,19.261103,508,3.62
45.05333,19.0698119,601,3.62
43.36358,19.868201,269,3.64
41.891129,19.8222079,989,3.66
46.005316,19.2718483,752,3.66
45.816414,19.2109833,983,3.68
42.078917,18.9978921,756,3.68
50.586239,19.3220088,742,3.69
40.5209,19.2156019,922,3.7
46.579157,19.604568,470,3.72
51.12193,19.721115,784,3.74
46.93771,19.1937413,522,3.75
38.384046,19.0569129,531,3.77
47.27956,19.887887,762,3.77
40.55758,19.6294502,1014,3.8
42.40666,19.090545,466,3.81
38.33999,19.427304,555,3.81
44.16724,19.632288,390,3.83
42.19643,19.552906,665,3.83
44.52906,19.4258518,719,3.83
40.236385,19.7039584,702,3.87
44.10584,19.77108,419,3.89
41.909218,19.8076761,582,3.89
43.36341,19.868204,378,3.89
49.231821,19.416677,928,3.94
48.224713,19.7524068,835,4.02
45.85302,19.601511,484,4.06
40.236447,19.7039601,496,4.06
46.579185,19.604558,641,4.12
50.135742,19.0410289,1507,4.14
46.005193,19.2718307,691,4.14
37.37637,19.469662,559,4.16
43.581455,19.5374237,591,4.22
38.702237,19.3404763,829,4.23
44.105747,19.7710789,624,4.25
42.079158,18.9978964,574,4.28
43.039344,19.2428418,690,4.34
48.355281,18.8836972,1291,4.36
39.4879653,19.109235,941,4.51
39.770552,19.2541292,746,4.56
46.793665,19.8988521,973,4.59
40.300627,19.7289111,1672,4.61
39.949076,19.4074586,804,4.66
42.966193,19.5248997,588,4.7
38.34378,19.360881,864,4.75
46.023245,19.8210627,881,4.77
46.005175,19.2718347,853,4.77
46.937824,19.1937374,734,4.81
48.0816441,19.84734594,801,4.84
37.37621,19.4696489,844,4.86
41.08589,19.4824492,630,4.94
41.871821,19.5838875,1368,4.96
46.96518,19.861128,259,4.96
44.7462914,19.87196117,899,4.98
45.852921,19.6015347,615,4.99
43.03915,19.242786,533,5
42.19626,19.552896,507,5.15
40.00855,19.7206206,473,5.18
39.770684,19.2541292,1240,5.22
48.375767,19.133297,571,5.27
45.853011,19.6015333,781,5.28
44.77059,19.6072112,513,5.39
40.064529,19.2656405,385,5.42
49.5482816,19.28174976,789,5.57
46.023321,19.8210591,568,5.67
40.300564,19.7288932,1448,5.69
44.381605,20.0344907,542,5.7
42.380762,19.7262778,273,5.7
40.637846,19.1931412,625,5.71
41.891146,19.8222096,570,5.79
46.793639,19.8988587,1327,5.89
51.013473,19.69910404,767,5.93
44.7462889,19.87196109,720,5.96
48.040169,19.2528738,808,6.04
48.5599349,19.01789987,862,6.06
48.977368,19.7421891,417,6.07
49.93759,19.765319,423,6.1
42.966191,19.5249014,471,6.11
40.651288,19.2316587,308,6.7
41.424826,19.9475586,619,7.19
41.085864,19.4824482,496,7.24
43.1972994,19.48582068,1016,7.47
45.053206,19.0698084,545,7.48
44.688249,19.4435455,323,7.52
48.777682,18.8806169,466,7.54
44.927345,19.4150115,366,7.62
49.937574,19.7653145,523,7.88
40.9772565,19.83957499,1149,7.93
38.4008218,19.0382639,661,7.96
42.928929,19.5724251,768,8
46.061962,19.6372864,449,8.15
42.604189,19.2845869,495,8.83
46.062072,19.6372871,706,8.97
48.5774845,19.90833145,1158,9.13
48.0402,19.25287449,580,9.16
43.62926,19.6211222,352,9.32
38.947164,19.0189029,308,9.36
46.96508,19.8611132,444,9.51
41.8911406,19.82220757,767,9.77
43.7048699,19.21697392,884,9.83
38.355414,19.6289016,446,9.88
40.5677087,19.35720068,972,9.94
49.305147,18.962233,293,10.01
45.9816567,19.63421564,1436,10.24
44.3454635,19.30719805,1144,10.43
49.937536,19.7653167,367,10.74
49.1400634,19.74670491,1008,10.77
36.5768747,19.40917636,770,11.02
41.0641708,19.52486019,730,11.03
51.9626901,19.31757305,306,11.24
41.871873,19.5838912,1079,11.34
49.473431,19.29564641,1200,11.68
40.5773593,19.37211776,955,11.87
46.6682594,19.01605801,1475,12.1
47.3330184,19.18058626,1445,12.21
46.3233281,18.84197344,1000,12.24
48.285938,19.5521505,816,12.39
46.3911925,19.52371732,1291,12.43
43.6809065,19.07402115,1681,12.53
45.762315,20.00683889,1460,12.71
49.31642803,19.12056414,1344,12.85
38.947198,19.01890489,411,12.88
46.2857935,19.65770304,1046,13.14
48.239981,19.78915034,1355,13.41
39.6188891,19.61279876,2013,13.67
47.526543,19.78757805,1482,13.8
41.3555537,19.53950083,1155,14.41
41.011061,19.83024643,942,14.63
46.0342749,19.79735662,873,14.77
47.815036,19.89301899,1561,14.8
42.4510688,18.75252755,1521,14.83
44.0350675,19.96046904,1640,15.28
44.116761,19.0448565,1917,15.39
47.73156,19.864728,3961,16.16
47.96931036,19.48316275,2025,16.39
41.089758,19.23876767,1499,17.29
42.8828496,19.83102066,487,18.17
50.0403638,19.08289617,1338,18.22
46.86854394,19.13141038,3560,25.8
44.02672,19.011209,356,27.87
42.1964,19.552897,460,30.34
51.184773,19.6945297,551,30.64
47.27975,19.887916,692,31.46
49.43736,19.102675,358,35.38
47.73156,19.8647288,3021,38.6
47.83867,19.574247,321,38.67
44.65715,19.5761,674,45.65
45.368,19.023047,,
